carrier_name,ams_carrier_name_lowercase,glovebox_carrier_id,ontraport_carrier_id,Note,Website,MGA / Wholesaler
Noblr,noblr,noblr,47,,,
Norfolk & Dedham Group,norfolk & dedham group,norfolkdedham,104,,,
Norfolk & Dedham Insurance,norfolk & dedham insurance,norfolkdedham,104,,,
North Carolina Joint Underwriters Assoc.,north carolina joint underwriters assoc.,ncjointuw,592,,,
North Carolina Joint UW Assocation,north carolina joint uw assocation,ncjointuw,592,,,
NORTH STAR,north star,northstar,99,,,
North Star Mutual,north star mutual,northstar,99,,,
North Star Mutual Insurance,north star mutual insurance,northstar,99,,,
NORTH STAR MUTUAL INSURANCE CO,north star mutual insurance co,northstar,99,,,
Northern Mutual,northern mutual,northernmutual,590,,,
Northern Neck,northern neck,northwestgf,694,,,
Northwest GF Mutual,northwest gf mutual,northwestgf,670,,,
"not mapping, no portal",,,,,http://www.cobbhall.com/personal.phpp,
NYCM Insurance,nycm insurance,nycm,80,,,
Occidental Fire & Cas Co Of NC,occidental fire & cas co of nc,sagesure,535,,,
Occidental Fire & Casualty Company of North Carol,occidental fire & casualty company of north carol,sagesure,535,,,
OCCIDENTAL FIRE AND CASUALTY COMPANY,occidental fire and casualty company,sagesure,535,,,
Occidental Insurance,occidental insurance,sagesure,535,,,
Ocean Harbor Cas Ins Co,ocean harbor cas ins co,oceanharbor,88,,,
Ocean Harbor Casualty,ocean harbor casualty,oceanharbor,88,,,
Ohio Fair Plan,ohio fair plan,ohiofair,632,,,
Ohio Mutual,ohio mutual,ohiomutual,136,,,
Ohio Mutual Ins Group,ohio mutual ins group,ohiomutual,136,,,
Old Missouri Mutual,old missouri mutual,oldmissouri,734,,,
Olympus,olympus,olympus,39,,,
Olympus Insurance,olympus insurance,olympus,39,,,
Olympus Insurance - Take Out,olympus insurance - take out,olympus,39,,,
Olympus Insurance - Voluntary,olympus insurance - voluntary,olympus,39,,,
Olympus Insurance Co,olympus insurance co,olympus,39,,,
Olympus Insurance Company,olympus insurance company,olympus,39,,,
Openly Insurance,openly insurance,openly,152,,,
"Openly, Inc","openly, inc",openly,152,,,
Orchid,orchid,orchidspecialty,648,,,
Orchid Insurance,orchid insurance,orchidspecialty,648,,,
Orchid Specialty,orchid specialty,orchidspecialty,648,,,
Orchid Specialty High Net Worth,orchid specialty high net worth,orchidspecialty,648,,,
Orchid Underwriters Agency,orchid underwriters agency,orchidspecialty,648,,,
"Orchid Underwriters Agency Holdings, LLC","orchid underwriters agency holdings, llc",orchidspecialty,648,,,
Orchid Underwriters Agency Inc,orchid underwriters agency inc,orchidspecialty,648,,,
Orchid Underwriters Agency Inc.,orchid underwriters agency inc.,orchidspecialty,648,,,
Orchid Underwriters Agency LLC,orchid underwriters agency llc,orchidspecialty,648,,,
Oregon Mutual,oregon mutual,oregonmutual,599,,,
Oregon Mutual Insurance,oregon mutual insurance,oregonmutual,599,,,
Oregon Mutual Insurance Company,oregon mutual insurance company,oregonmutual,599,,,
Orion180,orion180,orion,749,,,
Otsego Mutual Fire Ins. Co.,otsego mutual fire ins. co.,otsego,700,,,
Owners,owners,autoowners,7,,,
Owners Ins Co,owners ins co,autoowners,7,,,
Owners Insurance,owners insurance,autoowners,7,,,
Owners Insurance Company,owners insurance company,autoowners,7,,,
Pacific Specialty,pacific specialty,pacificspecialty,552,,,
Pacific Specialty Ins Co,pacific specialty ins co,pacificspecialty,552,,,
Pacific Specialty Insurance Co.,pacific specialty insurance co.,pacificspecialty,552,,,
Pacific Specialty Insurance Company,pacific specialty insurance company,pacificspecialty,552,,,
Pacific Specialty Property and Casualty,pacific specialty property and casualty,pacificspecialty,552,,,
Pacific Star,pacific star,pacificstar,504,,,
Palisades Ins Co,palisades ins co,plymouthrock,89,,,
Palisades Insurance Company,palisades insurance company,plymouthrock,89,,,
Palisades Prop & Cas Ins Co,palisades prop & cas ins co,plymouthrock,89,,,
Palomar,palomar,palomar,161,,,
Palomar Speciality Ins. Co.,palomar speciality ins. co.,palomar,161,,,
Palomar Speciality Insurance Company,palomar speciality insurance company,palomar,161,,,
Palomar Specialty,palomar specialty,palomar,161,,,
Palomar Specialty Ins Co,palomar specialty ins co,palomar,161,,,
Pantaenius,pantaenius,pantaenius,616,,,
Partners Mutual,partners mutual,partnersmut,733,,,
PARTNERS MUTUAL,partners mutual,partnersmut,733,,,
Peak Prop & Cas Ins Corp,peak prop & cas ins corp,dairyland,58,,,
Peak Property & Casualty Insurance Company,peak property & casualty insurance company,dairyland,58,,,
Peak Property And Casualty,peak property and casualty,dairyland,58,,,
Pekin,pekin,pekin,328,,,
PEKIN INS,pekin ins,pekin,328,,,
Pekin Insurance,pekin insurance,pekin,328,,,
Pekin Insurance Company,pekin insurance company,pekin,328,,,
PEMCO,pemco,pemco,91,,,
Pemco Mutual Insurance,pemco mutual insurance,pemco,91,,,
Penn National Insurance,penn national insurance,pennnational,96,,,
Pennsylvania National Mutual Casualty Insurance Company,pennsylvania national mutual casualty insurance company,pennnational,96,,,
People's Trust,people's trust,peoplestrust,34,,,
People's Trust Insurance,people's trust insurance,peoplestrust,34,,,
People's Trust Insurance Company,people's trust insurance company,peoplestrust,34,,,
Permanent General Assurance Corp,permanent general assurance corp,ameriprise,61,,,
Personal Umbrella,personal umbrella,personalumbrella,146,,,
personal umb .com  (Markel),personal umb .com  (markel),personalumbrella,146,,,
Personal Umbrella Insurance Services,personal umbrella insurance services,personalumbrella,146,,,
Personal Umbrella.com,personal umbrella.com,personalumbrella,146,,,
Personal Umbrella.com Ins Serv,personal umbrella.com ins serv,personalumbrella,146,,,
Personal Umbrella.com Insur,personal umbrella.com insur,personalumbrella,146,,,
Personalumbrella.com,personalumbrella.com,personalumbrella,146,,,
PersonalUmbrella.com,personalumbrella.com,personalumbrella,146,,,
PersonalUmbrella.com Insurance Services,personalumbrella.com insurance services,personalumbrella,146,,,
Philadelphia Contributionship,philadelphia contributionship,philadelphiacontributionship,97,,,
Philadelphia Ins Co.,philadelphia ins co.,philinsco,743,,,
Philadelphia Insurance Company,philadelphia insurance company,philinsco,743,,,
Phoenix Ins Co,phoenix ins co,travelers,16,,,
Phoenix Ins Co (Travelers),phoenix ins co (travelers),travelers,16,,,
Pike,pike,pike,611,,,
Pike Mutual Insurance,pike mutual insurance,pike,611,,,
Pike Mutual Insurance,pike mutual insurance,pike,611,,,
Pilgrim - MAIP,pilgrim - maip,pilgrim,649,,,
Pilgrim Insurance,pilgrim insurance,pilgrim,649,,,
Pioneer State Mut Ins Co,pioneer state mut ins co,pioneerstate,127,,,
Pioneer State Mutual,pioneer state mutual,pioneerstate,127,,,
Pioneer State Mutual Insurance Company,pioneer state mutual insurance company,pioneerstate,127,,,
Plymouth Rock,plymouth rock,plymouthrock,89,,,
Plymouth Rock Assur Corp,plymouth rock assur corp,plymouthrock,89,,,
Plymouth Rock Assurance,plymouth rock assurance,plymouthrock,89,,,
Plymouth Rock Assurance Corp,plymouth rock assurance corp,plymouthrock,89,,,
Polk County Mutual Insurance Company,polk county mutual insurance company,polkcounty,735,,,
Poulton Associates Inc,,,,not mapping yet,https://presidioexchange.com/,TRUE
Preferred Mutual Ins Company,preferred mutual ins company,preferredmutual,87,,,
Preferred Mutual Insurance,preferred mutual insurance,preferredmutual,87,,,
Preferred Mutual Insurance Co.,preferred mutual insurance co.,preferredmutual,87,,,
Preferred Mutual Insurance Company,preferred mutual insurance company,preferredmutual,87,,,
Prepared Insurance,prepared insurance,prepared,508,,,
Prepared Insurance Company,prepared insurance company,prepared,508,,,
"Presidio Exchange Insurance Supply Solutions, Inc",,,,not mapping yet,https://ric-ins.com/,TRUE
Primero Insurance,primero insurance,primero,637,,,
Priority One,priority one,rvos,605,,,
Privilege Underwriters Reciprocal Exchange,privilege underwriters reciprocal exchange,pure,56,,,
Privilege Underwriters Reciprocal Exchange (PURE),privilege underwriters reciprocal exchange (pure),pure,56,,,
Prog - Progressive Mountain Ins Co,prog - progressive mountain ins co,progressive,19,,,
Progessive Insurance,progessive insurance,progressive,19,,,
Progressive,progressive,progressive,19,,,
Progressive,progressive,progressive,19,,,
Progressive,progressive,progressive,19,,,
Progressive 10194,progressive 10194,progressive,19,,,
Progressive Advanced Ins Co,progressive advanced ins co,progressive,19,,,
Progressive Amer Ins Co,progressive amer ins co,progressive,19,,,
PROGRESSIVE AMER INS CO 24252,progressive amer ins co 24252,progressive,19,,,
Progressive American,progressive american,progressive,19,,,
Progressive American Insurance Company,progressive american insurance company,progressive,19,,,
Progressive ARTISAN AND TRUCKERS CASUALTY CO,progressive artisan and truckers casualty co,progressive,19,,,
PROGRESSIVE ASI,progressive asi,progressive,19,,,
Progressive Auto,progressive auto,progressive,19,,,
Progressive Bay Side Insurance Co.,progressive bay side insurance co.,progressive,19,,,
Progressive Bayside Ins Co,progressive bayside ins co,progressive,19,,,
Progressive Cas Ins Co,progressive cas ins co,progressive,19,,,
Progressive Casualty Co.,progressive casualty co.,progressive,19,,,
Progressive Casualty Ins Co,progressive casualty ins co,progressive,19,,,
Progressive Casualty Insurance Company,progressive casualty insurance company,progressive,19,,,
Progressive Choice Ins Co,progressive choice ins co,progressive,19,,,
Progressive Choice RTR,progressive choice rtr,progressive,19,,,
Progressive Classic Ins Co,progressive classic ins co,progressive,19,,,
Progressive Cnty Mut Ins Co,progressive cnty mut ins co,progressive,19,,,
Progressive Companies,progressive companies,progressive,19,,,
Progressive Corporation,progressive corporation,progressive,19,,,
Progressive County Mutual,progressive county mutual,progressive,19,,,
Progressive County Mutual Ins. Co.,progressive county mutual ins. co.,progressive,19,,,
PROGRESSIVE DIRECT BILL,progressive direct bill,progressive,19,,,
Progressive Freedom Ins Co,progressive freedom ins co,progressive,19,,,
Progressive Grp,progressive grp,progressive,19,,,
Progressive Gulf Ins Co,progressive gulf ins co,progressive,19,,,
Progressive Hi Ins Corp,progressive hi ins corp,progressive,19,,,
PROGRESSIVE HOME ADVANTAGE,progressive home advantage,progressive,19,,,
Progressive INS,progressive ins,progressive,19,,,
PROGRESSIVE INS COMP,progressive ins comp,progressive,19,,,
PROGRESSIVE INS.,progressive ins.,progressive,19,,,
Progressive Ins. Co.,progressive ins. co.,progressive,19,,,
Progressive Insurance,progressive insurance,progressive,19,,,
Progressive Insurance Co,progressive insurance co,progressive,19,,,
PROGRESSIVE INSURANCE COMPANY,progressive insurance company,progressive,19,,,
Progressive MI Ins Co,progressive mi ins co,progressive,19,,,
Progressive Mountain Ins Co,progressive mountain ins co,progressive,19,,,
Progressive Mountain Insurance Company,progressive mountain insurance company,progressive,19,,,
Progressive Northern,progressive northern,progressive,19,,,
Progressive Northern Ins Co,progressive northern ins co,progressive,19,,,
Progressive Northern Ins.,progressive northern ins.,progressive,19,,,
Progressive Northern Insurance Company,progressive northern insurance company,progressive,19,,,
PROGRESSIVE NORTHWESTERN INS CO,progressive northwestern ins co,progressive,19,,,
Progressive Northwestern Ins Co,progressive northwestern ins co,progressive,19,,,
Progressive Northwestern Insurance Company,progressive northwestern insurance company,progressive,19,,,
Progressive Personal,progressive personal,progressive,19,,,
Progressive Preferred Ins Co,progressive preferred ins co,progressive,19,,,
Progressive Preferred Insurance Company,progressive preferred insurance company,progressive,19,,,
Progressive RTR,progressive rtr,progressive,19,,,
Progressive SE,progressive se,progressive,19,,,
Progressive Security Ins Co,progressive security ins co,progressive,19,,,
Progressive Select Ins Co,progressive select ins co,progressive,19,,,
Progressive Southeastern Ins Co,progressive southeastern ins co,progressive,19,,,
Progressive Southeastern Ins. Co.,progressive southeastern ins. co.,progressive,19,,,
Progressive Southeastern Insurance,progressive southeastern insurance,progressive,19,,,
Progressive Specialty Ins Co,progressive specialty ins co,progressive,19,,,
PROGRESSIVE SPECIALTY INS CO,progressive specialty ins co,progressive,19,,,
Progressive Umbrella,progressive umbrella,progressive,19,,,
PROGRESSIVE WEST INS CO,progressive west ins co,progressive,19,,,
Progressive West Insurance,progressive west insurance,progressive,19,,,
Progressive West Insurance Company,progressive west insurance company,progressive,19,,,
Property-Owners Ins. Co.,property-owners ins. co.,autoowners,7,,,
Pure,pure,pure,56,,,
PURE,pure,pure,56,,,
Pure Insurance,pure insurance,pure,56,,,
Pure Insurance Company,pure insurance company,pure,56,,,
Pure Programs LLC,pure programs llc,pure,56,,,
PURE- Privilege Underwriters Reciprocal Exchange,pure- privilege underwriters reciprocal exchange,pure,56,,,
QBE,qbe,qbe,516,,,
QBE Insurance Corporation,qbe insurance corporation,qbe,516,,,
QBE Specialty Insurance Company,qbe specialty insurance company,qbe,516,,,
Quincy Mutual Insurance,quincy mutual insurance,quincymutual,95,,,
"R-T Specialty, LLC",,,,not mapping yet,https://rtspecialty.com/,TRUE
"R-T Specialty, LLC (Lovullo Associates, Inc.)",,,,not mapping yet,https://rtspecialty.com/,TRUE
"R-T Specialty, LLC (Lovullo Associates, Inc.)",,,,not mapping yet,https://www.seacoastbrokers.com/,TRUE
Racine County Mutual,racine county mutual,racinemutual,715,,,
RACINE COUNTY MUTUAL INS. CO.,racine county mutual ins. co.,racinemutual,715,,,
Ram Mutual Insurance,ram mutual insurance,rammutual,651,,,
RAM Mutual Insurance Company,ram mutual insurance company,rammutual,651,,,
Reamstown Mutual Insurance Co,reamstown mutual insurance co,reamstown,727,,,
Red Shield Insurance,red shield insurance,redshield,617,,,
Redpoint Insurance,redpoint insurance,redpoint,132,,,
Republic,republic,republicgroup,593,,,
Republic Group,republic group,republicgroup,593,,,
"RIC Insurance General Agency, Inc",,,,not mapping yet,https://rtspecialty.com/,TRUE
"RISCO, Inc.",,,,"not mapping, wholesaler",https://www.risco-inc.com/,
River Valley,river valley,rivervalley,675,,,
River Valley Mutual,river valley mutual,rivervalley,675,,,
RLI Ins Co,rli ins co,rli,158,,,
RLI INS CO,rli ins co,rli,158,,,
RLI Insurance Company,rli insurance company,rli,158,,,
RLI Personal Umbrella,rli personal umbrella,rli,158,,,
RLI Umbrella,rli umbrella,rli,158,,,
ROCKFORD MUT,rockford mut,rockford,520,,,
Rockford Mutual,rockford mutual,rockford,520,,,
Rockford Mutual Ins Co,rockford mutual ins co,rockford,520,,,
Rockford Mutual Insurance,rockford mutual insurance,rockford,520,,,
Rockford Mutual Insurance Company,rockford mutual insurance company,rockford,520,,,
Rockingham,rockingham,rockingham,659,,,
Rockingham Insurance,rockingham insurance,rockingham,659,,,
Root,root,root,42,,,
RPS/Narragansett Bay Insurance,rps/narragansett bay insurance,narragansettbay,331,,,
RVOS,rvos,rvos,605,,,
RVOS Farm Mutual Ins Co,rvos farm mutual ins co,rvos,605,,,
RVOS Insurance,rvos insurance,rvos,605,,,
Ryan Turner Specialty LLC,,,,not mapping yet,https://rtspecialty.com/,TRUE
"Ryan Turner Specialty, LLC",,,,not mapping yet,https://rtspecialty.com/,TRUE
Safe Auto Insurance,safe auto insurance,safeauto,118,,,
SAFE INS CO,safe ins co,safeins,716,,,
SAFECO AMERICAN ECONOMY,safeco american economy,safeco,18,,,
Safeco,safeco,safeco,18,,,
Safeco - Safeco Ins Co of America,safeco - safeco ins co of america,safeco,18,,,
Safeco - Safeco Ins Co of Illinois,safeco - safeco ins co of illinois,safeco,18,,,
Safeco - Safeco Ins Co of Indiana,safeco - safeco ins co of indiana,safeco,18,,,
Safeco - Safeco National Ins Co,safeco - safeco national ins co,safeco,18,,,
Safeco American Economy Ins Co,safeco american economy ins co,safeco,18,,,
SAFECO AUTO,safeco auto,safeco,18,,,
Safeco Companies,safeco companies,safeco,18,,,
SAFECO INS,safeco ins,safeco,18,,,
Safeco Ins Co,safeco ins co,safeco,18,,,
Safeco Ins Co  Am,safeco ins co  am,safeco,18,,,
SAFECO INS CO OF AMER,safeco ins co of amer,safeco,18,,,
SAFECO INS CO OF AMER,safeco ins co of amer,safeco,18,,,
Safeco Ins Co Of Amer,safeco ins co of amer,safeco,18,,,
Safeco Ins Co of America,safeco ins co of america,safeco,18,,,
SAFECO INS CO OF IL,safeco ins co of il,safeco,18,,,
Safeco Ins Co of Illinois,safeco ins co of illinois,safeco,18,,,
Safeco Ins Co of Illinois AUTOP,safeco ins co of illinois autop,safeco,18,,,
SAFECO INS CO OF IN,safeco ins co of in,safeco,18,,,
Safeco Ins Co Of In,safeco ins co of in,safeco,18,,,
Safeco Ins Co of Indiana,safeco ins co of indiana,safeco,18,,,
SAFECO INS CO OF OR,safeco ins co of or,safeco,18,,,
Safeco Ins. Co of America,safeco ins. co of america,safeco,18,,,
Safeco Ins. Co of America DFIRE,safeco ins. co of america dfire,safeco,18,,,
Safeco Ins. Co. of Indiana HOME,safeco ins. co. of indiana home,safeco,18,,,
Safeco Ins. Company,safeco ins. company,safeco,18,,,
Safeco Insurance,safeco insurance,safeco,18,,,
Safeco Insurance Co,safeco insurance co,safeco,18,,,
Safeco Insurance Co (LIB MUTUAL),safeco insurance co (lib mutual),safeco,18,,,
Safeco Insurance Co.,safeco insurance co.,safeco,18,,,
Safeco Insurance Companies,safeco insurance companies,safeco,18,,,
Safeco Insurance Company,safeco insurance company,safeco,18,,,
Safeco Insurance Company of America,safeco insurance company of america,safeco,18,,,
Safeco Insurance Company of Illinois,safeco insurance company of illinois,safeco,18,,,
Safeco Insurance Company of Indiana,safeco insurance company of indiana,safeco,18,,,
"Safeco Insurance, Member Liberty Mutual Group","safeco insurance, member liberty mutual group",safeco,18,,,
Safeco National Insurance Company,safeco national insurance company,safeco,18,,,
Safeco Natl Ins Co,safeco natl ins co,safeco,18,,,
Safeco of America,safeco of america,safeco,18,,,
SafePoint,safepoint,safepoint,102,,,
SafePoint Insurance,safepoint insurance,safepoint,102,,,
Safety Insurance,safety insurance,safety,81,,,
Safety Insurance Company,safety insurance company,safety,81,,,
Safeway Ins Co,safeway ins co,safeway,117,,,
Safeway Insurance,safeway insurance,safeway,117,,,
SageSure,sagesure,sagesure,535,,,
SageSure Insurance Managers,sagesure insurance managers,sagesure,535,,,
SageSure Insurance Managers Home,sagesure insurance managers home,sagesure,535,,,
SageSure Underwriters,sagesure underwriters,sagesure,535,,,
Sagesure-insight Cat Grp MGA,,,,not mapping yet,https://www.scwind.com/about.html,TRUE
Sandy & Beaver Insurance Co,sandy & beaver insurance co,sandybeaver,737,,,
Scottsdale,scottsdale,nationwide,20,,,
Scottsdale Ind Co,scottsdale ind co,nationwide,20,,,
Scottsdale Ins Co,scottsdale ins co,nationwide,20,,,
Scottsdale Ins Co.,scottsdale ins co.,nationwide,20,,,
Scottsdale Insurance Company,scottsdale insurance company,nationwide,20,,,
SCWHUA - South Carolina Wind and Hail Underwriting,,,,not mapping yet,https://www.southandwestern.comm,TRUE
Seacoast Brokers,seacoast brokers,seacoast,656,,,
Seacoast Brokers LLC,,,,not mapping yet,https://www.sagesure.com,TRUE
Secura,secura,secura,1,,,
Secura  Insurance,secura  insurance,secura,1,,,
SECURA INS,secura ins,secura,1,,,
Secura Ins A Mut Co,secura ins a mut co,secura,1,,,
Secura Ins Co,secura ins co,secura,1,,,
Secura Insurance,secura insurance,secura,1,,,
Secura Insurance Co,secura insurance co,secura,1,,,
Security First,security first,security,72,,,
Security First Insurance,security first insurance,security,72,,,
Security Mutual Insurance,security mutual insurance,securitymutual,613,,,
Security Mutual Insurance Co,security mutual insurance co,securitymutual,613,,,
SECURITY MUTUAL INSURANCE COMPANY,security mutual insurance company,securitymutual,613,,,
Security Natl Ins Co,security natl ins co,bristolwest,329,,,
Selective Flood,selective flood,selective,30,,,
SELECTIVE INS,selective ins,selective,30,,,
Selective Ins Co of America,selective ins co of america,selective,30,,,
Selective Insurance,selective insurance,selective,30,,,
Selective Insurance Co of America,selective insurance co of america,selective,30,,,
Selective Insurance Company,selective insurance company,selective,30,,,
Selective Insurance Company of America,selective insurance company of america,selective,30,,,
Selective Insurance Group,selective insurance group,selective,30,,,
Selective Insurance Group Inc,selective insurance group inc,selective,30,,,
"Sentinel Insurance Company, LTD","sentinel insurance company, ltd",hartford,54,,,
Sentry Ins A Mut Co,sentry ins a mut co,dairyland,58,,,
Service Ins Co,service ins co,sagesure,535,,,
Shelter Insurance,shelter insurance,shelter,55,,,
Snap Insurance Services,snap insurance services,snapinsurance,641,,,
SNAP MGA,snap mga,snapinsurance,641,,,
South & Western General Agency,,,,not mapping yet,https://www.southandwestern.comm,TRUE
South & Western General Agency,,,,,,
"South & Western General Agency, Inc.",,,,not mapping yet,https://www.southandwestern.comm,TRUE
South and Western,,,,not mapping yet,https://secure.gotapco.com/#/Home,TRUE
South Shore Insurance Underwriters,south shore insurance underwriters,southshore,580,,,
Southern Fidelity,southern fidelity,southernfidelity,93,,,
Southern Fidelity Holding LLC,southern fidelity holding llc,southernfidelity,93,,,
Southern Fidelity Ins Co - Property and Casualty,southern fidelity ins co - property and casualty,southernfidelity,93,,,
Southern Fidelity Insurance,southern fidelity insurance,southernfidelity,93,,,
Southern Fidelity Insurance Company,southern fidelity insurance company,southernfidelity,93,,,
Southern Fidelity Insurance/Capital Preferred Insurance,southern fidelity insurance/capital preferred insurance,southernfidelity,93,,,
Southern Oak Ins Co,southern oak ins co,southernoak,108,,,
Southern Oak Insurance,southern oak insurance,southernoak,108,,,
Southern Oak Insurance Co,southern oak insurance co,southernoak,108,,,
Southern Oak Insurance Co.,southern oak insurance co.,southernoak,108,,,
Southern Oak Insurance Company,southern oak insurance company,southernoak,108,,,
Southern Owners,southern owners,autoowners,7,,,
Southern Pioneer,southern pioneer,southernpioneer,696,,,
Southern Trust Insurance Company,southern trust insurance company,southerntrust,672,,,
Southern-Owners Ins. Co.,southern-owners ins. co.,autoowners,7,,,
Southern-Owners Insurance Company,southern-owners insurance company,autoowners,7,,,
Spinaker Insurance,spinaker insurance,spinnaker,600,,,
Spinnaker,spinnaker,spinnaker,600,,,
Spinnaker Ins Co,spinnaker ins co,spinnaker,600,,,
Spinnaker Ins. Co-24376,spinnaker ins. co-24376,spinnaker,600,,,
Spinnaker Insurance,spinnaker insurance,spinnaker,600,,,
Spinnaker Insurance Company,spinnaker insurance company,spinnaker,600,,,
SSIU,ssiu,southshore,580,,,
St Johns Ins Co,st johns ins co,stjohns,77,,,
St Paul Travelers,st paul travelers,travelers,16,,,
St. Paul Travelers,st. paul travelers,travelers,16,,,
St. Johns,st. johns,stjohns,77,,,
St. Johns Insurance,st. johns insurance,stjohns,77,,,
St. Johns Insurance Co,st. johns insurance co,stjohns,77,,,
St. Johns Insurance Company,st. johns insurance company,stjohns,77,,,
St. Paul - Travelers Insurance Company,st. paul - travelers insurance company,travelers,16,,,
St.Johns Insurance Company,st.johns insurance company,stjohns,77,,,
STANDARD FIRE INS CO,standard fire ins co,travelers,16,,,
Standard Fire Ins Co,standard fire ins co,travelers,16,,,
Standard Fire Ins Co (Travelers),standard fire ins co (travelers),travelers,16,,,
Standard Fire Insurance Co,standard fire insurance co,travelers,16,,,
Standard Fire Insurance Company,standard fire insurance company,travelers,16,,,
State Auto,state auto,stateauto,17,,,
State Auto  Insurance Companies,state auto  insurance companies,stateauto,17,,,
State Auto Insurance,state auto insurance,stateauto,17,,,
State Auto Insurance Companies,state auto insurance companies,stateauto,17,,,
State Auto Insurance Company,state auto insurance company,stateauto,17,,,
State Auto Mut Grp,state auto mut grp,stateauto,17,,,
STATE AUTO PROP & CAS INS CO,state auto prop & cas ins co,stateauto,17,,,
State Automobile Mut Grp,state automobile mut grp,stateauto,17,,,
STATE AUTOMOBILE MUT INS CO,state automobile mut ins co,stateauto,17,,,
State Automobile Mutual Insurance Co,state automobile mutual insurance co,stateauto,17,,,
STATE AUTOMOBILE MUTUAL INSURANCE COMPANY,state automobile mutual insurance company,stateauto,17,,,
State Farm,state farm,statefarm,43,,,
STERLING INSURANCE GROUP,sterling insurance group,sterlingins,729,,,
STILLWATER,stillwater,stillwater,60,,,
Stillwater Ins Co,stillwater ins co,stillwater,60,,,
Stillwater Insurance,stillwater insurance,stillwater,60,,,
Stillwater Insurance Company,stillwater insurance company,stillwater,60,,,
Stillwater Insurance Group,stillwater insurance group,stillwater,60,,,
"Stillwater Insurance Svcs, Inc","stillwater insurance svcs, inc",stillwater,60,,,
Stillwater P & C Insurance Co.,stillwater p & c insurance co.,stillwater,60,,,
Stillwater Prop & Cas Ins Co,stillwater prop & cas ins co,stillwater,60,,,
Stillwater/ Fidelity/ Wright Flood,stillwater/ fidelity/ wright flood,stillwater,60,,,
Stonegate Insurance,stonegate insurance,stonegate,128,,,
Sublimity,sublimity,sublimity,704,,,
Sublimity Insurance Company,sublimity insurance company,sublimity,704,,,
Sun Coast,sun coast,suncoast,547,,,
Suncoast,suncoast,suncoast,547,,,
Superior Flood Inc,,,,not mapping,http://www.mysuperiorflood.com/,
Swyfft,swyfft,swyfft,141,,,
Swyfft Insurance,swyfft insurance,swyfft,141,,,
Swyfft LLC,swyfft llc,swyfft,141,,,
"Swyfft, LLC","swyfft, llc",swyfft,141,,,
TAPCO,,,,not mapping yet,https://www.trisura.com/us/,TRUE
Tapco Underwriters,,,,not mapping yet,https://secure.gotapco.com/#/Home,TRUE
Texas Fair Plan,texas fair plan,texasfair,622,,,
Texas Fair Plan Association,texas fair plan association,texasfair,622,,,
Texas Ranger,texas ranger,texasranger,668,,,
Texas Windstorm Insurance Association,texas windstorm insurance association,texaswind,730,,,
The Andover Companies,the andover companies,andover,73,,,
The Axia Group,the axia group,axiagroup,643,,,
The Barnstable,the barnstable,barnstable,644,,,
The Celina Mutual Insurance Company,the celina mutual insurance company,celina,536,,,
The Charter Oak Fire Insurance Company,the charter oak fire insurance company,travelers,16,,,
The Chubb Corporation,the chubb corporation,chubb,6,,,
The Cincinnati Companies,the cincinnati companies,cincinnati,23,,,
The Colonial Group,,,,not mapping yet,,
The Commerce Ins Co,the commerce ins co,mapfre,52,,,
The General,the general,general,51,,,
The Hagerty Group LLC,the hagerty group llc,hagerty,145,,,
THE HANOVER INSURANCE COMPANY,the hanover insurance company,hanover,12,,,
The Hanover Insurance Group,the hanover insurance group,hanover,12,,,
The Hartford,the hartford,hartford,54,,,
The Hartford (SCIC),the hartford (scic),hartford,54,,,
THE HARTFORD INSURANCE GROUP,the hartford insurance group,hartford,54,,,
The Hearth Insurance,the hearth insurance,hearth,510,,,
The Insurance Center,the insurance center,insurancecenter,652,,,
The Lexington Insurance Company,the lexington insurance company,lexington,635,,,
The Main Street America Group,the main street america group,mainstreetamerica,90,,,
The Marysville Mutual Insurance Company,the marysville mutual insurance company,marysville,739,,,
"The National Security Group, Inc.","the national security group, inc.",nationalsecuritygroup,584,,,
The Philadelphia Contributionship,the philadelphia contributionship,philadelphiacontributionship,97,,,
The Standard Fire Insurance Company,the standard fire insurance company,travelers,16,,,
The Travelers,the travelers,travelers,16,,,
Travelers Insurance Company (LEB),travelers insurance company (leb),travelers,16,,,
THE TRAVELERS COMPANIES INC.,the travelers companies inc.,travelers,16,,,
"The Travelers Companies, Inc","the travelers companies, inc",travelers,16,,,
The Travelers Home and Marine Insurance Company,the travelers home and marine insurance company,travelers,16,,,
The Travelers Indemnity Company,the travelers indemnity company,travelers,16,,,
THE WOODLANDS INSURANCE CO,,,,not mapping yet,https://hudsoninsgroup.com/,TRUE
TOPA INS CO,,,,"built, but just commercial",,
Topa Ins Co,,,,"built, but just commercial",,
Tower Hill,tower hill,towerhill,68,,,
Tower Hill Insurance,tower hill insurance,towerhill,68,,,
Tower Hill Insurance Co.,tower hill insurance co.,towerhill,68,,,
Tower Hill Insurance Group,tower hill insurance group,towerhill,68,,,
Tower Hill Prime Insurance Company,tower hill prime insurance company,towerhill,68,,,
TOWER HILL SIGNATURE INSURANCE CO,tower hill signature insurance co,towerhill,68,,,
Tower Hill Specialty LLC,tower hill specialty llc,towerhill,68,,,
Tra - Standard Fire Insurance Company,tra - standard fire insurance company,travelers,16,,,
